団体コード,団体名,自治体サイトのオープンデータページURL,オープンデータ掲載サイトのURL1,オープンデータ掲載サイトのURL1の名称,オープンデータ掲載サイトのURL1の概要,オープンデータ掲載サイトのURL2,オープンデータ掲載サイトのURL2の名称,オープンデータ掲載サイトのURL2の概要,オープンデータ掲載サイトのURL3,オープンデータ掲載サイトのURL3の名称,オープンデータ掲載サイトのURL3の概要,初回登録日,更新日,主な分類,API有無,ライセンス
272124,大阪府八尾市,https://www.city.yao.osaka.jp/0000055634.html,https://www.city.yao.osaka.jp/0000055634.html,八尾市オープンデータ,八尾市が保有する情報をオープンデータとして公開しています。,,,,,,,2021/7/6,,救急,無,CC-BY
272132,大阪府泉佐野市,http://www.city.izumisano.lg.jp/kakuka/koushitsu/seisaku/menu/1616547203916.html,https://odcs.bodik.jp/272132/,,,http://www.city.izumisano.lg.jp/kakuka/koushitsu/seisaku/menu/1616547203916.html,泉佐野市オープンデータカタログサイト,泉佐野市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/29,,人口・世帯,有,CC-BY
272141,大阪府富田林市,https://www.city.tondabayashi.lg.jp/soshiki/6/35961.html,https://odcs.bodik.jp/272141/,富田林市オープンデータ,富田林市では、市民や事業者のみなさんに役立てていただけるよう、様々な形で、情報のオープンデータ化を進めています。,http://www.city.tondabayashi.lg.jp/soshiki/49/2282.html,下水道事業・浄化槽事業に関する公開データ,富田林市における下水道事業及び浄化槽事業に関する地理データを公開しています。（事業区域、公共下水道汚水管渠、マンホール位置等）,https://www.city.tondabayashi.lg.jp/soshiki/6/35961.html,富田林市オープンデータ,富田林市が保有する情報をオープンデータとして公開しています。,,2025/5/13,人口・世帯、エネルギー・水、運輸・観光、教育・文化・スポーツ・生活、行財政、司法・安全・環境、社会保障・衛生、その他,無,CC-BY
272159,大阪府寝屋川市,https://www.city.neyagawa.osaka.jp/organization_list/keieikikaku/johosuisinka/open_data/opendata/index.html,https://www.city.neyagawa.osaka.jp/organization_list/keieikikaku/johosuisinka/open_data/opendata/index.html,寝屋川市オープンデータ,寝屋川市が保有する情報をオープンデータとして公開しています。,,,,,,,2019/3/11,2022/6/9,人口、教育、防災、施設、イベント,無,CC-BY
272167,大阪府河内長野市,https://www.city.kawachinagano.lg.jp/soshiki/25/3461.html,,,,,,,,,,,,,,
272175,大阪府松原市,https://www.city.matsubara.lg.jp/soshiki/digital_suishin/1/2/14920.html,https://odcs.bodik.jp/272175/,,,https://www.city.matsubara.lg.jp/soshiki/digital_suishin/1/2/14920.html,松原市オープンデータカタログサイト,松原市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/26,2021/6/29,人口・世帯,有,CC-BY
272183,大阪府大東市,http://www.city.daito.lg.jp/kakukakaranoosirase/senryakukikaku/senryakukikakusitu/joho/opendata/,http://www.city.daito.lg.jp/kakukakaranoosirase/senryakukikaku/senryakukikakusitu/joho/opendata/,大東市オープンデータ,大東市では保有する公共データを容易に利用できるよう、オープンデータとして公開しております。,,,,,,,2019/6/17,,人口・世帯、施設、高齢者・介護、教育、防災、子育て,無,CC-BY
272205,大阪府箕面市,https://www.city.minoh.lg.jp/gyoukaku/dxsuishin.html,https://odcs.bodik.jp/272205/,箕面市オープンデータカタログサイト,箕面市が所有する統計、防犯・防災及び暮らしに関わる情報などを、利用者の皆さまが加工、配布等も含めて利用できるデータとして提供しています。,,,,,,,2023/8/29,,人口・世帯;商業・サービス業;運輸・観光;情報通信・科学技術;教育・文化・スポーツ・生活;行財政;司法・安全・環境;社会保障・衛生;その他;,有,CC BY
272213,大阪府柏原市,http://www.city.kashiwara.osaka.jp/docs/2021031800061/,https://odcs.bodik.jp/272213/,,,http://www.city.kashiwara.osaka.jp/docs/2021031800061/,柏原市オープンデータカタログサイト,柏原市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/24,,人口・世帯,有,CC-BY
272230,大阪府門真市,https://www.city.kadoma.osaka.jp/shisei/johoseisaku/15231.html,https://odcs.bodik.jp/272230/,,,https://www.city.kadoma.osaka.jp/shisei/johoseisaku/15231.html,門真市オープンデータカタログサイト,門真市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/30,,人口・世帯,有,CC-BY
272248,大阪府摂津市,https://www.city.settsu.osaka.jp/soshiki/soumubu/jouhouseisakuka/opendata.html,https://odcs.bodik.jp/272248/,,,https://www.city.settsu.osaka.jp/soshiki/soumubu/jouhouseisakuka/opendata.html,摂津市オープンデータカタログサイト,摂津市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/31,,人口・世帯,有,CC-BY
272256,大阪府高石市,https://odcs.bodik.jp/272256/,https://www.city.takaishi.lg.jp/kakuka/soumu/soumu_ka/toukei/index.html,高石市統計,高石市の統計情報を掲載,,,,,,,2025/7/11,,人口・世帯;住宅・土地・建設;社会保障・衛生;司法・安全・環境;教育・文化・スポーツ・生活;行財政;,無,政府標準利用規約2.0
272264,大阪府藤井寺市,https://www.city.fujiidera.lg.jp/soshiki/seisakukikaku/jyouhou/shisaku/13175.html,https://www.city.fujiidera.lg.jp/soshiki/seisakukikaku/jyouhou/shisaku/13175.html,藤井寺市オープンデータページ,藤井寺市オープンデータページで公開している情報は、どなたでも利用規約に従って、複製、公衆送信、翻訳・変形等、自由に利用できます。商品利用も可能です。,,,,,,,2025/8/13,,情報通信・科学技術;人口・世帯;教育・文化・スポーツ・生活;行財政;,無,CC BY
272272,大阪府東大阪市,http://www.city.higashiosaka.lg.jp/0000019138.html,https://odcs.bodik.jp/272272/,東大阪市オープンデータカタログサイト,東大阪市におけるオープンデータカタログサイトです。,http://www.city.higashiosaka.lg.jp/0000019138.html,東大阪市オープンデータページ,東大阪市における公的施設等の施設データを公開しています。,,,,,,施設,無,CC-BY
272281,大阪府泉南市,https://odcs.bodik.jp/272281,https://odcs.bodik.jp/272281,泉南市オープンデータカタログサイト,泉南市が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,,,,2021/3/8,,人口・世帯,有,CC-BY
272299,大阪府四條畷市,https://www.city.shijonawate.lg.jp/site/opendata/,https://www.city.shijonawate.lg.jp/site/opendata/,四條畷市オープンデータ,四條畷市で保有する公共データを容易に利用できるよう、オープンデータとして公開しています。,,,,,,,2020/6/29,,国土・気象、人口・世帯、労働・賃金、農林水産業、商業・サービス業、企業・家計・経済、住宅・土地・建設、エネルギー・水、運輸・観光、情報通信・科学技術、教育・文化・スポーツ・生活、行財政,無,CC-BY
272302,大阪府交野市,https://www.city.katano.osaka.jp/docs/2021032600035/,https://odcs.bodik.jp/272302/,交野市オープンデータ,交野市が保有する情報をオープンデータとして公開しています。,,,,,,,2025/8/14,,人口・世帯;,無,CC BY
272311,大阪府大阪狭山市,https://www.city.osakasayama.osaka.jp/sosiki/seisakusuishinbu/kikaku_jouhouseisaku/shinogaiyou/toukei_opendata/1616044348204.html,https://odcs.bodik.jp/272311/,大阪狭山市オープンデータ,大阪狭山市オープンデータ,,,,,,,2021/3/26,2025/9/17,大阪狭山市の人口データや観光施設や文化財一覧など画像を公開しています。,有,CC-BY
272329,大阪府阪南市,https://www.city.hannan.lg.jp/kakuka/somu/gyoukaku/jouhou/opendata.html,https://odcs.bodik.jp/272329/,阪南市オープンデータページ,阪南市が保有する情報をオープンデータページとして公開しています。,,,,,,,2021/4/5,2023/8/23,人口・世帯、情報通信・科学技術、教育・文化・スポーツ・生活、社会保障・衛生、その他、,有,CC-BY
273015,大阪府島本町,https://www.town.shimamoto.lg.jp/soshiki/34/2598.html,https://odcs.bodik.jp/273015/,島本町オープンデータカタログサイト,島本町が所有する統計、防災及び暮らしに関わる情報などを、利用者の皆さまが加工、配布等も含めて利用できるデータとして提供（オープン化）することで、ホームページ等で公開されているデータでは難しかった商業利用や効率的なデータ活用など満足度の高いサービスを実現することを目的に、島本町が運営しているサイトです。,,,,,,,2021/5/31,2025/9/19,人口・世帯、教育・文化・スポーツ・生活、情報通信・科学技術、司法・安全・環境、運輸・観光、,有,CC-BY
273210,大阪府豊能町,https://odcs.bodik.jp/273210/2021/03/10/open/,https://odcs.bodik.jp/273210/,豊能町オープンデータカタログサイト,豊能町が所有する統計、防犯・防災、地理及び暮らしに関わる情報などを、利用者の皆さまが加工、配布等も含めて利用できるデータとして提供（オープン化）することで、ホームページ等で公開されているデータでは難しかった商業利用や効率的なデータ活用など満足度の高いサービスを実現することを目的に、豊能町が運営しているサイトです。,,,,,,,2026/1/8,,人口・世帯,有,CC BY
273228,大阪府能勢町,https://odcs.bodik.jp/273228/,https://odcs.bodik.jp/273228/,能勢町オープンデータカタログサイト,能勢町のオープンデータを掲載していくサイト。,,,,,,,2026/1/16,,人口・世帯,有,CC BY
273414,大阪府忠岡町,https://www.town.tadaoka.osaka.jp/gyousei/gaiyou/toukei/index.html,https://www.town.tadaoka.osaka.jp/gyousei/gaiyou/toukei/index.html,統計・オープンデータ,統計・オープンデータ,,,,,,,2026/1/21,,人口・世帯;農林水産業,無,CC BY
273619,大阪府熊取町,https://www.town.kumatori.lg.jp/soshiki/joho_seisaku/gyomu/toukei_oupundeita/2625.html,https://odcs.bodik.jp/273619/,熊取町オープンデータカタログサイト, 熊取町では、「公共施設の場所」をはじめとした、様々な公共のデータを、住民、民間企業などに有効活用していただき、社会経済全体の発展に寄与することを目的として、オープンデータを公開します。,,,,,,,2025/7/16,,教育・文化・スポーツ・生活;国土・気象;人口・世帯;運輸・観光;情報通信・科学技術;司法・安全・環境;社会保障・衛生;その他;,有,CC BY
273627,大阪府田尻町,http://www.town.tajiri.osaka.jp/kakuka/soumu/somu/info/1616558974668.html,https://odcs.bodik.jp/273627/,,,http://www.town.tajiri.osaka.jp/kakuka/soumu/somu/info/1616558974668.html,田尻町オープンデータカタログサイト,田尻町が保有する情報をオープンデータとして公開しています。オープンデータについては順次追加していく予定です。,,,,2021/3/29,,人口・世帯,有,CC-BY
273660,大阪府岬町,http://www.town.misaki.osaka.jp/kurashi/bousai/shitei/1701.html,https://odcs.bodik.jp/273660/,,,http://www.town.misaki.osaka.jp/kurashi/bousai/shitei/1701.html,岬町オープンデータカタログサイト,大阪府泉南郡岬町のオープンデータカタログサイトです。,,,,2021/3/5,,人口・世帯,無,CC-BY
273813,大阪府太子町,https://www.town.taishi.osaka.jp/busyo/seisakusoumubu/hisyoseisakuka/opendeta/3010.html,https://odcs.bodik.jp/273813/,太子町オープンデータカタログサイト,太子町が所有する情報などを、利用者が利用できるデータとしてオープン化することで、商業利用や効率的なデータ活用などの実現を目的に、太子町が運営しているサイト。,,,,,,,2026/1/26,,人口・世帯,有,CC BY
281000,兵庫県神戸市,https://data.city.kobe.lg.jp/,https://data.city.kobe.lg.jp/,神戸市オープンデータポータル,神戸市が保有する公共施設情報やロケ地情報、阪神・淡路大震災の記録写真などのデータを提供しています。また、市が提供したデータを活用して作成されたアプリケーションやWebサービスも紹介しています。,http://www.city.kobe.lg.jp/information/opendata/index.html,神戸市オープンデータ,神戸市が保有する公共施設情報やロケ地情報、阪神・淡路大震災の記録写真などのデータを提供しています。また、市が提供したデータを活用して作成されたアプリケーションやWebサービスも紹介しています。,,,,,,人口・世帯、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、住民向け情報(暮らしの情報),無,CC-BY
282014,兵庫県姫路市,https://city.himeji.gkan.jp,https://city.himeji.gkan.jp,姫路市オープンデータ,現在公開しているデータは「位置情報」「統計情報」が中心です。 これから、順次拡大していく予定ですので、要望や活用事例があれば、情報政策室までご意見・ご連絡ください。,,,,,,,,2022/4/1,子育て、教育、食品・衛生、防災、救急・消防、施設、選挙、統計,有,CC-BY
282022,兵庫県尼崎市,https://www.city.amagasaki.hyogo.jp/opendata/,http://data.city.amagasaki.hyogo.jp/,尼崎市オープンデータ カタログサイト,尼崎市では、人口等の統計情報や施設情報の他、市が保有する情報をオープンデータとして公開しています。利活用の推進を含め、今後も積極的にオープンデータに取り組んでいきます。,,,,,,,,,エネルギー・水、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て、税、救急・消防,有,CC-BY
282031,兵庫県明石市,https://www.city.akashi.lg.jp/soumu/j_kanri_ka/shise/opendata/index.html,https://www.city.akashi.lg.jp/soumu/j_kanri_ka/shise/opendata/index.html,明石市オープンデータページ,明石市オープンデータページ,,,,,,,2020/3/2,,"人口・世帯,運輸・観光,教育・文化・スポーツ・生活,司法・安全・環境,社会保障・衛生",無,CC-BY
282049,兵庫県西宮市,http://opendata.nishi.or.jp/opendata/Menu.aspx,http://opendata.nishi.or.jp/opendata/Menu.aspx,NISHINOMIYA OPEN DATA,西宮市が保有する様々なデータを「オープンデータ」として利用できます。,,,,,,,,,防災・安全、教育・子育て、生活・環境、福祉・医療、まちづくり、選挙,無,CC-BY
282057,兵庫県洲本市,https://www.city.sumoto.lg.jp/soshiki/8/16741.html ,https://www.city.sumoto.lg.jp/soshiki/8/16741.html ,洲本市オープンデータ,洲本市のデータ公開,,,,,,,2022/1/24,,防災,無,CC-BY
282065,兵庫県芦屋市,http://www.city.ashiya.lg.jp/jouhou/opendata.html,http://www.city.ashiya.lg.jp/jouhou/opendata.html,芦屋市オープンデータ,芦屋市でも、多方面での情報の活用を推進し、地域の活性化に寄与するため、公共データのオープン化を推進します。ホームページに公開しているデータのうち、オープンデータ化が可能なものから順次公開していきますので、本市のデータをご活用ください。,,,,,,,,,福祉、防災、教育・子育て、環境,無,CC-BY
282073,兵庫県伊丹市,https://www.city.itami.lg.jp/SOSIKI/SOGOSEISAKU/JYOHO/21032.html,https://www.geospatial.jp/ckan/organization/hyogo-itami,伊丹市オープンデータ,伊丹市のオープンデータページです。伊丹市では行政情報のオープンデータ化を推進しています。データは順次追加公開していきます。ご意見・ご要望があればご連絡下さい。,,,,,,,2021/2/5,2025/9/18,人口・世帯、商業・サービス業、住宅・土地・建設、エネルギー・水、情報通信・科学技術、行財政、社会保障・衛生、,無,CC-BY
282090,兵庫県豊岡市,https://www.city.toyooka.lg.jp/shisei/johokokai/1012414/1009261.html,https://odcs.bodik.jp/282090/,,,https://www.city.toyooka.lg.jp/shisei/johokokai/1012414/1009261.html,豊岡市オープンデータ,豊岡市では、市民、団体、企業等による公共データを活用した地域の課題解決等に資するため、豊岡市が保有するデータをオープンデータとして公開することとし、データを公開するカタログサイトを開設しました。,,,,2020/2/19,2020/9/16,イベント、観光情報、健康・医療、防災、農林水産行、その他,有,CC-BY
282103,兵庫県加古川市,https://opendata-api-kakogawa.jp/odp/,https://www.opendata-kakogawa.jp/,加古川市オープンデータカタログサイト,加古川市が保有する情報をオープンデータとして公開しており、順次追加予定です。ご意見・ご要望がございましたら情報政策課までお寄せください。,,,,,,,,,人口・世帯、観光情報、行財政、住民向け情報(暮らしの情報)、子育て、交通、防災、施設、統計・調査・報告・観測データ,無,CC-BY
282120,兵庫県赤穂市,https://www.city.ako.lg.jp/soumu/jouhou/opendate.html,https://www.city.ako.lg.jp/soumu/jouhou/opendate.html,赤穂市オープンデータ,赤穂市では、信頼性の向上や新ビジネスの創出等を目的としてオープンデータを公開しております。データは順次公開しますのでご意見・ご要望があればご連絡ください。,,,,,,,,,防災・子育て・行財産・観光情報・人口世帯・高齢者・介護・住民向け情報・公園・庭園・文化史跡,無,CC-BY
282138,兵庫県西脇市,https://www.city.nishiwaki.lg.jp/kakukanogoannai/soumubu/joho/j_suishin/opendata.html,https://www.city.nishiwaki.lg.jp/kakukanogoannai/soumubu/joho/j_suishin/opendata.html,西脇市オープンデータ,本市ホームページにオープンデータのサイトを開設し、避難所やコミュニティバスの路線情報など、市が保有するデータを機械判別に適した形式かつ二次利用可能なルールで公開しています。,,,,,,,2021/1/5,2022/3/1,防災、司法・安全・環境、運輸・観光,無,CC-BY
282146,兵庫県宝塚市,http://www.city.takarazuka.hyogo.jp/1014984/index.html,http://www.city.takarazuka.hyogo.jp/1014984/index.html,宝塚市オープンデータページ,行政の透明性や信頼性を向上させ、新ビジネスの創出や企業活動の効率化等を促進するため、以下のとおり、市の保有する情報を二次利用可能な状態でオープンデータとして公開いたしますので、ぜひご利用ください。,,,,,,,,,運輸・観光、人口・世帯、住民向け情報（暮らしの情報）,無,CC-BY
282154,兵庫県三木市,https://www.city.miki.lg.jp/soshiki/8/30924.html,https://www.city.miki.lg.jp/soshiki/8/30924.html,三木市オープンデータのページ,三木市では、人口等の市が保有するデータをオープンデータとして公開しています。,,,,,,,2021/2/12,,人口・世帯,無,CC-BY
282162,兵庫県高砂市,https://www.city.takasago.lg.jp/gyoseisite/benrinaservice/opendata_category/index.html,https://www.city.takasago.lg.jp/gyoseisite/benrinaservice/opendata_category/index.html,高砂市オープンデータ,高砂市では、オープンデータの推進を行っています。データについては、順次追加していく予定です。ご意見ご要望等ございましたら、高砂市ICT推進課までお問合せください。,,,,,,,,2022/3/23,人口・世帯、安全、子育て、選挙,無,CC-BY
282171,兵庫県川西市,http://www.city.kawanishi.hyogo.jp/shiseijoho/gyozaisei/1004034.html,http://open-data.pref.hyogo.lg.jp/,,,http://www.city.kawanishi.hyogo.jp/shiseijoho/gyozaisei/1004034.html,川西市オープンデータ,川西市は、多方面での情報の活用を推進し、地域の活性化に寄与するため、公共データのオープン化を推進します。ホームページに公開しているデータのうち、可能なものから順次公開していきます。,,,,,,教育・文化・スポーツ・生活、司法・安全・環境、住民向け情報(暮らしの情報)、統計,無,CC-BY
282189,兵庫県小野市,https://www.city.ono.hyogo.jp/onoshinokoto/tokei_kiroku_opendata/9245.html,https://www.city.ono.hyogo.jp/onoshinokoto/tokei_kiroku_opendata/9245.html,小野市オープンデータ,小野市民への情報提供および、地域に関心のある方に向けた情報発信を行うサイト,,,,,,,2024/10/9,,人口・世帯;,無,CC BY
282197,兵庫県三田市,https://www.city.sanda.lg.jp/shisei_joho/gaiyo/tokei/open_data/9526.html,https://odcs.bodik.jp/282197/,三田市オープンデータカタログサイト,オープンデータカタログサイトとは、「データ」を分野ごとにグループ化することで目的のデータを探しやすくしたものです。機能としては、以下のものがあります。・キーワード検索又はカテゴリーでデータの絞り込みができます。・使いたいデータをダウンロードする前に、データの項目やデータの内容を確認することができます。・施設一覧などのデータで場所を特定できる緯度・経度の位置情報がある場合は、地図上で施設などの場所を確認することができます。,http://www.city.sanda.lg.jp/shiseijouhou/sonohoka/opendata/datateikyo.html,三田市オープンデータ,オープンデータを推進することで、行政の透明性・信頼性の向上、オープンデータの共有及び協働による地域課題の解決、経済の活性化、業務の高度化・効率化を進めていきます。,,,,,2025/9/29,司法・安全・環境、社会保障・衛生、運輸・観光、エネルギー・水、農林水産業、教育・文化・スポーツ・生活、行財政,無,CC-BY
282201,兵庫県加西市,https://www.city.kasai.hyogo.jp/site/opendata/,https://www.city.kasai.hyogo.jp/site/opendata/,加西市オープンデータ,本サイトでは、加西市が保有するデータの一部をオープンデータとして公開します。,,,,,,,2021/3/11,,"人口・世帯,施設",無,CC-BY
282219,兵庫県丹波篠山市,https://www.city.tambasasayama.lg.jp/soshikikarasagasu/burandosenryakuka/19303.html,https://web.pref.hyogo.lg.jp/ks05/gtfs-jp.html,,,https://www.city.tambasasayama.lg.jp/soshikikarasagasu/burandosenryakuka/19303.html,丹波篠山市オープンデータ,丹波篠山市が提供するオープンデータ一覧とその利用規約,,,,2021/12/16,,統計・調査・報告・観測データ,無,CC-BY
282227,兵庫県養父市,https://www.city.yabu.hyogo.jp/gyosei/koho/7815.html,https://odcs.bodik.jp/282227,,,https://www.city.yabu.hyogo.jp/gyosei/koho/7815.html,養父市オープンデータカタログサイト,養父市が所有する情報を利用者の皆さまが加工、配布等も含めて利用できるデータとして提供（オープン化）することで、商業利用や効率的なデータ活用など満足度の高いサービスの実現することを目的に運営しています。,,,,2021/2/22,,情報通信・科学技術、司法・安全・環境、社会保障・衛生,有,CC-BY
282235,兵庫県丹波市,https://www.city.tamba.lg.jp/soshiki/sogosesakuka/9/2/3040.html,https://odcs.bodik.jp/282235/,丹波市オープンデータカタログサイト,丹波市のオープンデータを掲載しているサイト,,,,,,,2020/6/2,2025/3/27,人口・世帯、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、社会保障・衛生、その他、,有,CC-BY
282243,兵庫県南あわじ市,https://www.city.minamiawaji.hyogo.jp/soshiki/jyouhou/opendata.html,https://www.city.minamiawaji.hyogo.jp/soshiki/jyouhou/opendata.html,南あわじ市オープンデータ,南あわじ市オープンデータ,,,,,,,2022/3/18,,防災、運輸,無,CC-BY
282251,兵庫県朝来市,https://www.city.asago.hyogo.jp//soshiki/6/13049.html,https://odcs.bodik.jp/282251/,朝来市オープンデータカタログサイト,朝来市が保有する情報をオープンデータとして公開しています。,,,,,,,2024/1/9,,人口・世帯;教育・文化・スポーツ・生活;その他;司法・安全・環境;,有,CC BY
282278,兵庫県宍粟市,https://www.city.shiso.lg.jp/soshiki/kikakusomu/hishokoho/tantojoho/opendata/15129.html,https://web.pref.hyogo.lg.jp/ks05/gtfs-jp.html,,,https://www.city.shiso.lg.jp/soshiki/kikakusomu/hishokoho/tantojoho/opendata/15129.html,宍粟市オープンデータ,宍粟市が保有するデータのうち、オープンデータ化が可能なものを公開しますのでご活用ください。,,,,2022/6/9,,運輸、防災,無,CC-BY
282286,兵庫県加東市,https://www.city.kato.lg.jp/kakukanogoannai/machidukuriseisakubu/digital/johosuishin/10034.html,https://www.city.kato.lg.jp/kakukanogoannai/machidukuriseisakubu/digital/johosuishin/10034.html,加東市オープンデータ,加東市が現在公開しているオープンデータ一覧のページです。,,,,,,,2021/3/31,2025/9/18,司法・安全・環境、,無,CC-BY
282294,兵庫県たつの市,https://www.city.tatsuno.lg.jp/gyosei/gaiyo/2/4953.html,https://www.city.tatsuno.lg.jp/gyosei/gaiyo/2/4953.html,たつの市オープンデータ,当サイトでは、オープンデータの推進に関する取組として、たつの市が保有する様々なデータのうち、オープンデータ化が可能なものから順次公開しています。,,,,,,,2019/6/17,2025/7/20,人口・世帯、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、社会保障・衛生、情報通信・科学技術、,無,CC-BY
283657,兵庫県多可町,https://www.town.taka.lg.jp/category_guide/detail/id=28886,https://www.town.taka.lg.jp/category_guide/detail/id=28886,多可町オープンデータ,多可町オープンデータ,,,,,,,2021/2/19,,AED設置個所、介護サービス事業所、医療機関、文化財、観光施設、公衆トイレ、指定緊急避難所、地域・年齢別人口、公共施設、子育て支援施設,無,CC-BY
283819,兵庫県稲美町,https://www.town.hyogo-inami.lg.jp/0000005034.html,https://hinan.gsi.go.jp/hinanjocjp/hinanbasho/koukaidate.html,,,,,,,,,2021/2/5,,,,
284424,兵庫県市川町,https://www.town.ichikawa.lg.jp/Info/1236,https://hinan.gsi.go.jp/hinanjocjp/hinanbasho/koukaidate.html,,,,,,,,,2021/2/5,,,,
284432,兵庫県福崎町,https://www.town.fukusaki.hyogo.jp/0000003564.html,https://odcs.bodik.jp/284432/,,,https://www.town.fukusaki.hyogo.jp/0000003564.html,福崎町オープンデータ,福崎町が保有する統計、防犯・防災、地理及び暮らしに関わる情報などを、利用者の皆さまが加工、配布等も含めて二次利用可能なデータとして提供しています。,,,,2021/3/12,,"人口・世帯,司法・安全・環境",無,CC-BY
284645,兵庫県太子町,,https://www.town.hyogo-taishi.lg.jp/,太子町オープンデータ,太子町役場ホームページ,,,,,,,,,人口・世帯;,無,明記無し
285854,兵庫県香美町,https://www.town.mikata-kami.lg.jp/www/contents/1611316301933/index.html,https://odcs.bodik.jp/285854/,,,https://www.town.mikata-kami.lg.jp/www/contents/1611316301933/index.html,香美町オープンデータ,香美町オープンデータ,,,,2021/2/22,,司法・安全・環境、教育・文化・スポーツ・生活,有,CC-BY
285862,兵庫県新温泉町,https://www.town.shinonsen.hyogo.jp/page/index.php?mode=detail&page_id=11af08fd321c24319b24e40295771b09,https://www.town.shinonsen.hyogo.jp/page/index.php?mode=detail&page_id=11af08fd321c24319b24e40295771b09,新温泉町オープンデータ,新温泉町では、本町が所有する公共データを誰もが自由に使用でき、二次利用可能な形式で公開するオープンデータに取り組んでいます。これにより誰もが自由に公共データを入手できるようになり、町政の透明化や地域課題の解決など幅広い面でデータを活用することができます。,,,,,,,2025/8/15,,人口・世帯;教育・文化・スポーツ・生活;行財政;運輸・観光;社会保障・衛生;司法・安全・環境;,無,CC BY
292010,奈良県奈良市,http://www.city.nara.lg.jp/www/contents/1400827150843/index.html,http://www.city.nara.lg.jp/www/contents/1400827150843/index.html,奈良市オープンデータカタログ,こちらは奈良市のオープンデータカタログです。本カタログでは、奈良市が所管する公共電子情報の提供サービスを行っており、全てのデータはクリエイティブ・コモンズ表示2.1日本ライセンスの下に提供されています。,,,,,,,,,商業・サービス業、司法・安全・環境、住民向け情報(暮らしの情報)、統計,無,CC-BY
292028,奈良県大和高田市,https://www.city.yamatotakada.nara.jp/shisei/gaiyo/tokei_opendata/4846.html,https://www.city.yamatotakada.nara.jp/shisei/gaiyo/tokei_opendata/4846.html,大和高田市オープンデータ,大和高田市公式ホームページ,,,,,,,2020/5/19,2025/8/15,司法・安全・環境;,無,大和高田市オープンデータ利用規約
292036,奈良県大和郡山市,https://www.city.yamatokoriyama.lg.jp/soshiki/kikakuseisakuka/shinotorikumi/6/3404.html,https://www.city.yamatokoriyama.lg.jp/soshiki/kikakuseisakuka/shinotorikumi/6/3404.html,大和郡山市オープンデータ,大和郡山市では、内閣官房情報通信技術(IT)総合戦略室が示す、「推奨データセット」(オープンデータの公開とその利活用を促進するため、公開することが推奨されるデータセット)のフォーマット標準例に基づいて、データを公開します。,,,,,,,,2025/7/24,人口・世帯、教育・文化・スポーツ・生活、行政活動情報,無,CC-BY
292044,奈良県天理市,http://www.city.tenri.nara.jp/kakuka/soumubu/jouhouseisakuka/1425528872138.html,http://www.city.tenri.nara.jp/kakuka/soumubu/jouhouseisakuka/1425528872138.html,天理市オープンデータ,市役所が所有している様々なデータを地域の活性化等に利用していただくためにウェブサイト（ホームページ）に公開し、情報の活用を推進していきます。,,,,,,,,,人口・世帯、企業・家計・経済、エネルギー・水、社会保障・衛生、住宅・土地、建設、国土・気象、司法・安全・環境,無,－
292052,奈良県橿原市,https://www.city.kashihara.nara.jp/article?id=5dd4f2b365909e70ea27fa56,https://odcs.bodik.jp/292052/,,,https://www.city.kashihara.nara.jp/article?id=5dd4f2b365909e70ea27fa56,橿原市オープンデータ,奈良県橿原市のオープンデータを標準データセットを中心に複数公開しています。,,,,2020/3/13,2021/3/31,司法・安全・環境、教育・文化・スポーツ・生活、社会保障・衛生、行財政、情報通信・科学技術、住宅・土地・建設、人口・世帯、子育て、その他,有,CC-BY
292061,奈良県桜井市,https://www.city.sakurai.lg.jp/sosiki/soumu/soumuka/1599716970249.html,https://www.city.sakurai.lg.jp/sosiki/soumu/soumuka/1599716970249.html,桜井市オープンデータ,本市では、公共データの活用促進を図るため、市が保有するさまざまなデータのうち、個人情報など公開できないものを除き、二次利用が可能な「オープンデータ」として公開しています。,,,,,,,2020/9/30,,人口・世帯、観光情報、防災、施設、文化史跡,無,CC-BY
292079,奈良県五條市,https://www.city.gojo.lg.jp/shisei_soshiki/profil/3/9215.html,,,,,,,,,,2020/5/18,,,,
292087,奈良県御所市,http://www.city.gose.nara.jp/0000002623.html,http://www.city.gose.nara.jp/0000002623.html,御所市オープンデータ,本市では、公共データの活用促進を図るため、市が保有するさまざまなデータのうち、個人情報など公開できないものを除き、二次利用が可能な「オープンデータ」として公開しています。,,,,,,,2020/3/31,,司法・安全・環境、社会保障・衛生、教育・文化・スポーツ・生活、運輸・観光、人口・世帯、住宅・土地・建設,無,CC-BY
