全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,設置者,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,SSID,提供エリア,URL,備考
314002,,,広島県広島市,吉島すぎもと眼科,Yoshijima Sugimoto Eye Clinic ,,341002,,広島県 広島市中区吉島西２丁目 １４－１２ クリニックモール吉島４階,,,,,,34.3725146,132.444595,,,,,,,7300823,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　楽々園店,"Kojin pharmacy, Rakurakuen",,341002,,広島県 広島県広島市佐伯区楽々園 ５丁目９－５ 楽々園クリニックビル１階,,,,,,34.3607086,132.3520037,,,,,,,7315136,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　庚午店,"Kojin pharmacy, Kogo",,341002,,広島県 広島市西区庚午北 ２－１７－１０ ,,,,,,34.388255,132.4188694,,,,,,,7330821,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さんくす薬局　庚午南店,Thanks Pharmacy of Kogominami,,341002,,広島県 広島市西区庚午南 ２－３７－３１ かのえビル　１階　,,,,,,34.3813229,132.4103783,,,,,,,7330823,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さんくす薬局井口店,Thanks Pharmacy of Inokuchi,,341002,,広島県 広島市西区井口台 ２－２３－３２ 井口台パークセンター　１階,,,,,,34.3778256,132.3790689,,,,,,,7330844,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クルーズ薬局　西風新都店,"Cruise pharmacy, Seifushinto ",,341002,,広島県 広島市安佐南区伴南 １丁目５－１８－８ 西風新都ゆめビル　１０１,,,,,,34.4481728,132.3807519,,,,,,,7313168,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　大町店,Kojin Pharmacy of Omachi,,341002,,広島県 広島市安佐南区大町東 １－８－２５ カサグランデ１　１Ｆ,,,,,,34.4567906,132.4676417,,,,,,,7310124,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　段原店,"Kojin pharmacy, Danbara",,341002,,広島県 広島市南区段原南 １‐３‐５３ 広島イーストビル　１Ｆ,,,,,,34.3856817,132.476005,,,,,,,7320814,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　牛田店,Kojin Pharmacy of Ushita ,,341002,,広島県 広島市東区牛田中 ２－２－１ ,,,,,,34.4120808,132.4736175,,,,,,,7320065,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　グランアーク店,Kojin Pharmacy of Grand Arc ,,341002,,広島県 広島市東区若草町 １１－２ グランアークテラス３Ｆ,,,,,,34.3987269,132.4781544,,,,,,,7320053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さんくす薬局　東原店,"Thanks pharmacy, Higashihara",,341002,,広島県 広島市安佐南区東原 １－１－２ シーブリーズ東原七番館１Ｆ,,,,,,34.4437786,132.4799272,,,,,,,7310112,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さんくす薬局　五日市中央店,Thanks Pharmacy of Itsukaichichuo,,341002,,広島県 広島市佐伯区五日市中央 ５丁目１１－２１ 益ビル１Ｆ,,,,,,34.3752361,132.3535328,,,,,,,7315128,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さんくす薬局　沼田店,Thanks Pharmacy of Numata ,,341002,,広島県 広島市安佐南区伴東 ７丁目５８番３号 沼田ほうゆう薬局,,,,,,34.4621106,132.41071,,,,,,,7313164,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クルーズ薬局　緑井店,"Cruise pharmacy, Midorii",,341002,,広島県 広島市安佐南区緑井 ５－２９－１８ 緑井ゆめビル１０１,,,,,,34.4673456,132.4769403,,,,,,,7310103,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クルーズ薬局　祇園店,"Cruise pharmacy, Gion",,341002,,広島県 広島市安佐南区祇園 ５丁目２番４５ 祇園クリニックビル１Ｆ,,,,,,34.4471647,132.4605746,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クルーズ薬局　段原店,Cruise Pharmacy of Danbara ,,341002,,広島県 広島市南区段原日出１丁目 １５－１３ 山田外科内科病院１Ｆ,,,,,,34.3865539,132.4807522,,,,,,,7320818,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　矢賀店,Kojin Pharmacy of Yaga,,341002,,広島県 広島市東区矢賀２丁目 ８‐１８ 康仁薬局　矢賀店,,,,,,34.3993522,132.4969839,,,,,,,7320042,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　宇品神田店,Kojin Pharmacy of Ujinakanda ,,341002,,広島県 広島市南区宇品神田 １‐２‐１６ ペガサスメディカル宇品２０２号,,,,,,34.3677652,132.4648781,,,,,,,7340004,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　矢野店,Kojin Pharmacy of Yano,,341002,,広島県 広島市安芸区矢野西 ４－１－２１ 矢野メディックスビル２Ｆ,,,,,,34.3523364,132.53271,,,,,,,7360085,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ワークショップ西風舎,Workshop Seifusha,,341002,,広島県 広島市　西区己斐　上２丁目 ６－７ ,,,,,,34.4014319,132.4212136,,,,,,,7330815,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,鉄板酒場　ぶいぶい,Tavern Teppan Sakaba Buibui,,341002,,広島県 広島市中区流川町 ５－１９ カサブランカビル　１階１０７０,,,,,,34.3898525,132.4639667,,,,,,,7300028,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,本格焼肉ほんまもん胡店,"Honmamon, Ebisu, Japanese style BBQ restaurant",,341002,,広島県 広島市中区胡町 １－１９ ,,,,,,34.3930525,132.4661611,,,,,,,7300021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,食の縁すみか,Izakaya tavern Syokunoen SUMIKA,,341002,,広島県 広島市中区袋町 １－１３ 日専連ビル３Ｆ,,,,,,34.3919775,132.4603361,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ゆめ,Yume Restaurant,,341002,,広島県 広島市中区堀川町 １－２９ アルファビル　５０１号,,,,,,34.3922692,132.4650361,,,,,,,7300033,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　八幡東店,"Kojin Pharmacy, Yahatahigashi Branch",,341002,,広島県 広島市佐伯区八幡東 ３－２８－１７ ,,,,,,34.3840381,132.3616756,,,,,,,7315115,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,くるみ薬局　沼田店,Kurumi Pharmacy Numata Store,,341002,,広島県 広島市安佐南区伴東７丁目 ５９番１号 ,,,,,,34.4636057,132.4126673,,,,,,,7313164,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,お好み焼き　鉄板串　かんてつ,"Okonomiyaki, Iron Plate Skewers, Kantetsu",,341002,,広島県 広島市南区京橋町 ７－１４ ＮＫビル　１０２号,,,,,,34.3943469,132.4715639,,,,,,,7320828,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,エンバーク,Mens Fashion Embark,,341002,,広島県 広島市中区中町 ９－２６ トミヤビル３Ｆ,,,,,,34.3895411,132.4598564,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　井口店,Kojin Pharmacy Inokuchi Branch,,341002,,広島県 広島市西区井口 ４丁目７－１８－７ サンフラワービル１階,,,,,,34.3704672,132.3744633,,,,,,,7330842,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,康仁薬局　猿猴橋店,Yasujin Pharmacy Enkobashi Store,,341002,,広島県 広島市南区猿猴橋町 ６－３４－１ カープロードクリニックビル１階,,,,,,34.3952519,132.4783517,,,,,,,7320823,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,湯来体育館,Yuki Gymnastics Center ,,341002,,広島県 広島市佐伯区湯来町白砂 １２１５番地の１ ,,,,,,34.4361922,132.2888661,,,,,,,7380512,Hiroshima_Free_Wi-Fi_Lite,,,
